# Program:featureCounts v1.5.3; Command:"featureCounts" "-Q" "10" "-T" "3" "-a" "/home/hub/genomes/Hsapiens/Homo_sapiens.GRCh38.90.chr1.gtf" "-o" "/home/hub/RNA_Practical/aligned/counts/counts.out" "/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam
ENSG00000142675	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26177403;26177484;26177490;26177503;26177509;26177512;26177512;26180168;26180453;26180453;26180453;26180453;26180453;26180453;26180453;26180715;26180715;26180715;26180715;26180715;26180715;26180715;26180715;26181587;26181857;26181857;26181857;26181857;26181857;26181857;26181857;26182005;26182055;26182361;26182361;26182361;26182361;26182361;26182361;26182361;26182361;26182361;26182399;26182480;26182480;26182480;26182480;26182480;26182480;26182480;26182480;26182480;26182485;26183197;26183197;26183197;26183197;26183197;26183197;26183197;26183197;26183197;26183204;26183204;26183346;26183346;26183346;26183346;26183346;26183346;26183346;26183346;26183346;26183729;26183729;26183729;26183729;26183729;26183729;26183729;26183729;26183729;26184071;26184071;26184071;26184071;26184071;26184071;26184142;26184214;26184214;26184214;26184214;26184214;26184214;26184401;26184401;26184401;26184401;26184401;26184401;26184401;26184585;26184585;26184585;26184585;26184585;26184585;26185014;26185014;26185014;26185014;26185014;26185014;26186915;26187168;26187168;26187168;26187168;26187168;26187293;26187411;26187411;26187411;26187411;26187411;26187411;26188234;26188234;26188234;26188234;26188234;26188234;26188234;26188442;26188442;26188442;26188442;26188442;26188598;26188598;26188598;26188598;26188598;26188772;26188772;26188772;26188772;26188772;26189279;26189279;26189279;26189279	26177599;26177580;26177599;26177599;26177599;26177599;26177599;26180610;26180610;26180610;26180610;26180610;26180610;26180610;26180610;26180896;26180896;26180896;26181083;26180896;26180896;26180896;26180896;26181941;26181941;26181941;26181941;26181941;26181941;26181941;26181941;26182082;26182082;26182402;26182402;26182402;26182402;26182402;26182402;26182402;26182402;26182402;26182402;26182584;26182584;26182584;26182584;26182584;26182584;26182584;26182584;26182584;26182584;26183256;26183256;26183256;26183256;26183256;26183256;26183218;26183256;26183256;26183256;26183256;26183414;26183414;26183414;26183414;26183414;26183414;26183435;26183414;26183414;26183830;26183830;26183830;26183830;26183830;26183830;26183830;26183795;26183830;26184141;26184195;26184141;26184141;26184141;26184141;26184287;26184287;26184287;26184287;26184287;26184287;26184287;26184507;26184409;26184507;26184507;26184507;26184507;26184507;26184612;26184612;26184612;26184612;26184612;26184612;26185186;26185186;26185186;26185041;26185186;26185186;26187241;26187241;26187241;26187241;26187241;26187241;26187482;26187482;26187482;26187482;26187482;26187482;26187482;26188301;26188503;26188307;26188307;26188307;26188307;26188307;26188457;26188503;26188503;26188503;26188503;26188697;26188697;26188697;26188697;26188697;26188853;26188953;26188953;26188953;26188953;26189846;26189882;26189884;26189886	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4043	2001	1457	1583	1837	593	870
ENSG00000188782	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26190561;26190561;26190628;26191287;26191287;26191287;26193787;26193787;26193787;26197686;26197686;26197686;26197957;26197957;26197957;26198286;26198286;26198334;26199884;26199884;26199884;26200830;26200830;26200830;26201354;26201354;26201354;26202489;26202489	26190840;26190840;26190840;26191430;26191430;26191430;26193888;26193888;26193888;26197783;26197783;26197783;26198077;26198077;26198077;26198419;26198419;26198419;26200058;26200058;26200058;26201075;26201041;26201041;26201519;26201519;26201603;26202968;26202968	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2030	0	0	1	0	0	1
ENSG00000236155	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26209741;26216034;26216112;26216114;26222613;26222613;26222613;26223377;26223377;26225101;26225101;26225101;26225320;26225604;26226586;26227404;26227794;26227794;26229502	26210910;26216239;26216239;26216239;26222756;26222756;26222770;26223753;26223601;26225123;26225271;26225162;26225703;26225703;26226616;26227555;26227996;26227840;26229840	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3191	118	12	170	29	32	83
ENSG00000278572	1;1;1	26218581;26219406;26220368	26219251;26219524;26220476	-;-;-	899	0	0	0	0	0	0
ENSG00000130695	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26234153;26234200;26234202;26239762;26239762;26239762;26239784;26244166;26244166;26244166;26254578;26255171;26255171;26255171;26255171;26255171;26257597;26257597;26257597;26257597;26257673;26258143;26258143;26258143;26258143;26258143;26259617;26259617;26259617;26259617;26259617;26268483;26268483;26268483;26268483;26268483;26269290;26269460;26269460;26269460;26269460;26269460;26269460;26271014;26271014;26271014;26271014;26271014;26271014;26271028;26271465;26272021;26272021;26272021;26272021;26272021;26272021;26272021;26274964;26274964;26274964;26274964;26274964;26274964;26274964;26276535;26276535;26276535;26276535;26276535;26276535;26276535;26277133;26277133;26277133;26277136;26277136;26277136;26278688	26234310;26234310;26234310;26239838;26239838;26239838;26239838;26244318;26244318;26244318;26254832;26255350;26255865;26255865;26255865;26255865;26257730;26257730;26257730;26257730;26257730;26258260;26258260;26258260;26258260;26258260;26259802;26259802;26259802;26259802;26259802;26268635;26268635;26268635;26268635;26268635;26269364;26269614;26269614;26269614;26269614;26269614;26269614;26271107;26271107;26271107;26271107;26271107;26271107;26271107;26272071;26272071;26272393;26272071;26272071;26272071;26272071;26272071;26275071;26275071;26275071;26275071;26275071;26275071;26275071;26276760;26276760;26276760;26276760;26276760;26276760;26276760;26278807;26278808;26279038;26278807;26277293;26278262;26278806	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5422	1012	714	932	1459	1067	1606
ENSG00000270733	1	26263041	26263398	-	358	0	0	0	0	0	0
ENSG00000142669	1;1;1;1;1	26279176;26280122;26280765;26280765;26281058	26280203;26280203;26281450;26280932;26281522	+;+;+;+;+	1786	26631	40814	18553	21802	15304	18408
ENSG00000158062	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26281328;26282281;26282282;26282282;26282284;26282284;26282284;26282284;26282284;26282305;26282649;26282649;26282649;26282649;26282649;26282649;26282649;26282649;26282649;26282649;26282864;26282864;26282864;26282864;26282864;26282864;26282864;26282864;26282864;26282864;26284142;26284142;26284142;26284142;26284142;26284142;26284142;26284142;26284142;26284142;26284362;26284362;26284362;26284362;26284362;26284362;26284362;26284362;26284362;26284362;26285460;26285464;26285464;26285464;26285464;26285464;26285464;26285823;26285823;26285823;26285823;26285823;26285823;26285823;26285823;26285823;26285823;26285823;26285876;26285943;26294192;26294205;26294205;26294205;26294205;26294205;26294205;26294205;26294205;26294205;26294205;26294205;26294205;26296919;26296919;26296919;26296919;26296919;26296919;26296919;26296919;26296919;26296919;26296919;26296919;26296919;26296947;26297427;26297427;26297427;26297427;26297427;26297427;26297427;26297427;26297427;26297427;26297427;26297427;26297427;26297427;26297427;26297962;26297962;26297962;26297962;26297962;26297962;26297962;26297962;26297962;26297962;26297962;26297962;26297962;26297962;26297962;26300926;26300926;26300926;26300926;26300926;26300926;26300926;26301694;26301694;26301694;26301694;26301694;26301694;26301694;26301694;26301694;26301694;26301694;26301694;26301694;26301694;26302813;26302813;26302813;26302813;26302813;26302813;26302813;26302813;26302813;26302813;26302813;26302813;26303043;26303043;26303043;26306288;26306592;26306592;26306592;26306592;26306592;26306592;26306592;26306592;26306592;26306592;26306592;26306592;26306856;26318047;26318047	26282569;26282569;26282569;26282569;26282569;26282569;26282569;26282569;26282569;26282569;26282789;26282789;26282789;26282789;26282789;26282789;26282789;26282789;26282789;26282789;26282937;26282937;26282937;26282937;26282937;26282937;26282937;26282937;26282937;26282937;26284281;26284245;26284245;26284245;26284245;26284245;26284245;26284245;26284245;26284245;26285541;26284482;26284482;26284482;26285541;26284482;26285541;26284482;26285541;26284482;26285541;26285541;26285541;26285541;26285541;26285541;26285541;26286037;26286037;26286037;26286037;26286037;26286037;26286037;26286037;26286037;26286037;26286037;26286037;26286037;26294331;26294331;26294331;26294331;26294331;26294331;26294331;26294331;26294331;26294331;26294331;26294331;26294331;26296995;26296995;26296995;26296995;26296995;26296995;26296995;26296995;26296995;26296995;26296995;26296995;26296995;26296995;26297481;26297481;26297481;26297481;26297481;26297481;26297481;26297481;26297481;26297481;26297481;26297481;26297481;26297481;26297481;26298062;26298062;26298062;26298062;26298062;26298062;26298026;26298062;26298062;26298062;26298062;26298062;26298062;26298062;26298062;26301024;26301053;26301053;26301024;26301024;26301024;26301024;26301722;26301722;26301722;26301722;26301722;26301722;26301722;26301722;26301722;26301722;26301722;26301722;26301722;26301722;26302918;26302918;26303016;26302918;26302918;26302918;26302918;26302918;26302918;26302918;26302918;26302918;26303167;26303167;26303167;26306576;26306636;26306704;26306609;26306704;26306704;26306645;26306633;26306632;26306636;26306620;26306640;26306636;26306989;26318265;26318363	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4704	1835	1246	1053	1564	1847	2479
ENSG00000169442	1;1;1;1;1;1;1	26317957;26317958;26317958;26318528;26318528;26320171;26320171	26318071;26318071;26318071;26318994;26318640;26320324;26320523	+;+;+;+;+;+;+	935	1985	1754	2606	1405	1499	2659
ENSG00000176092	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26321859;26321859;26321877;26321963;26322164;26322164;26322164;26322164;26324152;26324152;26324152;26324152;26324790;26325065;26328209;26328209;26328609;26328734;26328734;26331489;26331489;26331489;26331585;26331594;26336095;26336095;26336095;26336095;26336095;26336338;26336338;26336338;26336338;26336338;26336466;26336606;26336606;26336606;26336606;26336841;26336841;26336841;26336841;26336841;26337147;26337253;26337253;26337253;26337253;26337538;26337538;26337538;26337538;26338012;26338012;26338012;26338351;26338351;26338351;26338351;26339290;26339290;26339290;26342754;26342754;26342754;26343047;26343047;26343047;26343246;26343246;26343246;26343745;26343745;26343745;26345260;26345355;26346459;26346613;26354036;26354036;26354036;26356459;26359937	26322056;26322056;26322056;26322056;26322323;26322323;26322323;26322323;26324310;26324310;26324310;26324310;26324981;26325120;26328332;26328332;26328873;26328873;26328873;26331618;26331618;26331618;26331618;26331618;26336207;26336207;26336207;26336207;26336207;26336370;26336370;26336383;26336370;26336370;26336732;26336732;26336732;26336732;26336732;26336980;26336980;26336980;26336980;26336980;26337246;26337379;26337379;26337379;26337379;26337674;26337674;26337674;26337674;26338047;26338047;26338047;26338439;26338477;26338477;26338477;26339346;26339429;26339429;26342883;26342883;26342883;26343159;26343159;26343159;26343291;26343293;26343293;26344523;26346712;26344085;26346712;26345478;26346712;26346712;26354130;26354096;26354130;26356522;26360052	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6051	3601	906	3703	944	911	3887
ENSG00000225854	1	26326688	26327033	+	346	0	0	0	5	0	0
ENSG00000176083	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26361634;26361635;26361637;26362116;26362116;26363026;26363026;26363026;26364532;26364532;26364532;26364722;26364737;26364933;26364974;26364979;26364980;26367593;26367593;26367593;26367593;26367593;26367593;26367593;26367593;26368458;26368458;26368458;26368458;26368458;26368458;26368458;26368458;26368458;26370633;26370633;26372464;26372535;26372669;26372669;26372669;26373263;26374278;26374278	26362022;26362022;26362022;26362175;26362175;26363154;26363154;26363154;26365226;26365226;26365226;26365226;26365226;26365226;26365226;26365226;26365226;26367797;26367797;26367647;26367797;26367797;26367797;26367797;26367797;26368585;26368582;26368585;26368582;26368585;26368582;26368585;26368585;26368582;26370750;26370745;26372744;26372700;26372735;26372775;26372735;26373360;26374452;26374522	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2379	66	48	10	84	20	55
ENSG00000131914	1;1;1;1;1;1;1;1;1	26410778;26410817;26411386;26411386;26425303;26425303;26426242;26426242;26429096	26410922;26410922;26411582;26411582;26425487;26425487;26429722;26428587;26429719	+;+;+;+;+;+;+;+;+	4008	24	38	28	6	40	24
ENSG00000117682	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26432282;26432316;26432323;26432329;26432339;26432339;26432340;26432342;26432345;26432355;26432366;26432367;26432368;26432371;26432371;26432371;26432386;26432390;26432398;26432403;26432726;26432778;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26432891;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26438168;26442708;26442708;26442708;26442708;26442708;26442731;26442731;26442731;26442731;26442731;26442731;26442731;26442731;26442731;26442731;26442731;26442731;26442731;26442731;26442731;26442836;26446316;26446316;26446316;26446316;26446316;26446316;26446316;26446316;26446316;26446316;26446316;26446316;26446316;26446316;26446364;26447559;26447559;26447559;26447559;26447559;26447559;26447559;26447559;26447559;26447559;26448356;26457791;26457791;26457791;26457791;26457791;26457791;26457791;26457791;26460037;26460037;26460037;26460037;26460037;26460037;26460037;26467293;26468892;26468892;26468895;26468895;26468895;26468895	26432376;26432376;26432376;26432376;26432376;26432376;26432376;26432376;26432376;26432376;26432395;26432415;26432518;26432492;26432594;26432641;26432415;26432518;26432518;26432723;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433008;26433133;26433008;26433008;26438284;26438284;26438284;26438284;26438284;26438284;26438284;26438284;26438284;26438284;26438284;26438284;26438284;26438734;26438284;26438284;26438284;26438284;26438284;26438284;26438284;26438284;26442873;26442873;26442873;26443080;26442873;26442873;26442889;26442873;26442889;26442805;26442763;26442873;26442873;26442873;26442873;26442873;26442873;26442873;26442873;26442873;26442873;26446432;26446396;26446382;26446432;26446432;26446359;26446384;26446432;26446432;26446432;26446432;26446432;26446432;26446432;26446432;26447660;26447660;26447639;26447615;26447660;26448176;26447660;26447660;26447660;26447660;26448565;26457905;26457905;26457905;26457905;26457905;26457905;26457905;26457905;26460144;26460144;26460144;26460144;26460144;26460144;26460144;26467527;26471294;26471294;26469226;26469439;26469373;26471294	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5596	5330	5000	4501	3580	5034	3975
ENSG00000223583	1	26454653	26455187	-	535	4	0	1	1	1	5
ENSG00000225891	1;1;1;1	26462756;26463376;26466204;26467048	26462870;26463433;26466324;26467282	-;-;-;-	529	31	23	6	11	11	9
ENSG00000198830	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26472450;26472463;26472477;26472506;26472511;26472515;26472517;26472519;26472608;26473206;26473429;26473460;26473483;26473483;26473483;26473483;26473483;26473483;26473483;26473703;26473703;26473703;26473703;26473703;26473703;26473703;26474085;26474085;26474085;26474085;26474085;26474085;26474085;26474572;26474572;26474572;26474572;26474572;26474572;26474572;26474572;26474572;26475113;26475113;26475113;26475113;26475113;26475113;26475113;26475113	26472627;26472627;26472627;26472627;26472627;26472562;26472627;26472627;26472627;26473527;26474135;26473527;26473527;26473527;26473527;26473585;26473527;26473732;26474135;26473732;26473732;26473817;26473732;26473732;26474135;26473732;26474135;26474135;26474135;26474135;26474135;26474135;26474128;26475360;26474667;26474667;26474667;26474667;26474667;26474667;26474667;26474667;26475565;26475972;26475626;26475970;26475568;26475158;26475432;26475228	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2509	22161	8561	11649	35044	20387	29635
ENSG00000224129	1	26519354	26520250	-	897	0	0	0	0	0	0
ENSG00000117676	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26529761;26529761;26529767;26529775;26529778;26530745;26531218;26531328;26536925;26536925;26536925;26536925;26536925;26536925;26536925;26543112;26543130;26543162;26544075;26545842;26545845;26545852;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546900;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547243;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551446;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26552818;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26554214;26554214;26554214;26554214;26554214;26554214;26554214;26554214;26554214;26554596;26554596;26554596;26554596;26554596;26554596;26554596;26555151;26555151;26555151;26555151;26555151;26555151;26555184;26555199;26555537;26555537;26555537;26555537;26555537;26555537;26555537;26555537;26556076;26556654;26556654;26556654;26556654;26556654;26556654;26556654;26556654;26556998;26556998;26556998;26556998;26556998;26556998;26556998;26556998;26557043;26558807;26558807;26558807;26558807;26558807;26558807;26558807;26558807;26560726;26560726;26560726;26560726;26560726;26560726;26560726;26561045;26561045;26561045;26561045;26561045;26561045;26561045;26561045;26561505;26561505;26561505;26561505;26561505;26561505;26561505;26561505;26571229;26571449;26571449;26571449;26571449;26571449;26571449;26571449;26571449;26571849;26571849;26571849;26571849;26571849;26571849;26571849;26571849;26572176;26572176;26572176;26572176;26572176;26572176;26572270;26573224;26573224;26573224;26573224;26573224;26573224;26573224;26574079;26574079;26574079;26574079;26574079;26574079;26574079;26574377	26529983;26529983;26529983;26529983;26529983;26530902;26531438;26531438;26536969;26536969;26536969;26536969;26536969;26536969;26536969;26543221;26543221;26543221;26544178;26546035;26546035;26546035;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26547590;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26551477;26551477;26551586;26551477;26551477;26551477;26551477;26551477;26551477;26551477;26551503;26551477;26551477;26551477;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26552896;26554135;26553497;26553497;26553497;26553497;26553426;26553497;26553497;26553497;26553497;26553497;26553461;26554447;26554251;26554251;26554251;26554251;26554251;26554251;26554251;26554251;26554738;26554738;26554738;26554738;26554738;26554738;26554738;26555221;26555221;26555221;26555221;26555221;26555221;26555221;26555221;26555625;26555625;26555625;26555625;26555625;26555625;26555625;26555625;26556163;26556718;26556718;26556718;26556718;26556718;26556718;26556718;26556718;26557036;26557100;26557100;26557100;26557100;26557100;26557100;26557100;26557100;26558937;26558937;26558937;26558937;26558937;26558937;26558937;26558937;26560851;26560851;26560851;26560851;26560851;26560851;26560851;26561134;26561134;26561134;26561134;26561134;26561134;26561134;26561134;26561663;26561663;26561663;26561663;26561663;26561663;26561663;26561663;26571610;26571508;26571610;26571610;26571610;26571610;26571610;26571610;26571610;26572021;26571925;26571925;26572233;26571925;26571925;26571925;26571925;26572293;26572293;26572293;26572293;26572293;26572293;26572293;26573361;26573361;26573361;26573361;26573361;26573361;26573361;26574197;26574276;26575030;26575014;26574431;26575014;26575025;26574734	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5884	10198	13602	9891	8077	11762	10586
ENSG00000238705	1	26554542	26554593	+	52	0	0	0	0	0	0
ENSG00000243905	1	26593243	26593546	-	304	0	0	0	0	0	0
ENSG00000252802	1	26593940	26594041	-	102	0	0	0	0	0	0
ENSG00000252429	1	26602369	26602432	-	64	0	0	0	0	0	0
ENSG00000229247	1	26640377	26640614	-	238	0	0	0	0	0	0
ENSG00000238316	1	26642286	26642389	-	104	0	0	0	0	0	0
ENSG00000235069	1	26647447	26647681	+	235	0	0	0	0	0	0
ENSG00000260063	1	26692132	26694131	-	2000	40	34	65	15	39	41
